TweetId,AltText,conveysMeaning,axisInfo,axisOrValueScale,plotType,repeatTitle,TitleText,,OtherText,AnnotationNotes,,,
1320360554037452800,"Medal inflation at the Great American Beer Festival. A waffle chart showing the number of medals awarded in 1987 and 2020. In 1987 there were awarded a total of 27 gold, silver and bronze medals across 12 categories, while in 2020 there were awarded 218 medals in 90 categories.",0,0,0,1,0,NA,,NA,This image is a data viz with no title or subtitle,,,
1319632951555067904,"Medal inflation at the Great American Beer Festival. A waffle chart showing the number of medals awarded in 1987 and 2020. In 1987 there were awarded a total of 27 gold, silver and bronze medals across 12 categories, while in 2020 there were awarded 218 medals in 90 categories.",NA,NA,NA,NA,NA,Medal Inflation,,NA,NA,,,
1318870493324136448,"13 datasets of x,y values having same mean,SD and correlation coefficient
Do you see your data? At times seeing is believing",1,1,0,1,0,NA,,NA,"This image has a data viz with subplots, and has no overall title or subtitle",,,
1316646662580953088,"facetted plot of the dinosaurus dataset. there are 13 subplots. not all points revealed yet, only up to x = 27 (on a scale from 0 to 100) . Each plot shows the cumulative mean as a line. In the bottom right corner of each plot, the cumulative standard deviation of the data set is displayed. the theme corresponds to theme_light in ggplot, i.e. the background is white and the titles of the subplots are white font on a grey background. the default color pallette is used.",0,1,1,1,0,Cumulative mean and standard deviation of Y,,NA,Mismatch between alt-text and image,,,
1316646651390382080,"facetted plot of the dinosaurus dataset. there are 13 subplots. not all points revealed yet, only up to x = 27 (on a scale from 0 to 100) . Each plot shows the cumulative mean as a line. In the bottom right corner of each plot, the cumulative standard deviation of the data set is displayed. the theme corresponds to theme_light in ggplot, i.e. the background is white and the titles of the subplots are white font on a grey background. the default color pallette is used.",NA,NA,NA,NA,NA,Cumulative Mean and Standard Deviation of Y,,NA,NA,,,
1316253683466764288,"A plot comparing 2 datasets across 3 columns. In the first column, the correlation co-efficient, means and standard deviations are shown to be very similar. In the second column, boxplots show the quartiles to be very similar. In the final plot, the appearance of the data is shown to be very different, with the first dataset resembling a dinosaur and the second dataset resembling a star.",1,0,0,1,0,Plot your data!,,NA,NA,,,
1316111233930743808,"2D density estimates of the 13 datasets in the Datasaurus Dozen collection. Source: Alberto Cairo, Graphic: Georgios Karamanis",0,0,0,1,0,Datasaurus Dozen,,NA,NA,,,
1315069406955831296,,1,1,0,NA,0,Himalayan Climbing Expeditions - First Ascents,,Bar height represents the total number of first ascents by year. Purple represents the number of first ascents with female members.,NA,,,
1314309054425116672,"screenshot of four paragraphs of generated script from Avatar, reading:

diversity: 0.200000 ---------------

er the stander to the stander and stander to shot of the stander to the stander to the stander and and sokka standing the stander and sokka, who down in the stander the stander to the stander the stander and stander to a shot of the stander and sokka shows his stander and sokka shown and sokka start to show the stander to the stander to the stander the stard to the stander the stander to the stand

diversity: 0.500000 ---------------

, 
""[the sides a wand the take his head and head the fire nation still stander to show where sokka. [hands to a shot of the drountes. [shows his hand appears the and and roles the tround on his troon and where here sade fally amone stander sokka pounted. [the sall the rising his door. shat of aang, stares and fire nation the stander the side the rocking the mend, a shot of the out the earth the at",NA,NA,NA,NA,NA,NA,,NA,This image is not a data viz,,,
1309843775825436672,The Resume Plot,0,0,0,0,1,Resume Plot of Zauad Shahreer Abeer,,NA,NA,,,
1309286586912186368,"A line chart showing each U.S. state's annual spending per child for elementary and secondary education, 1997 through 2016. The District of Columbia stands out as spending the most. Utah, Arizona, and Idaho stand out as spending the least.",1,1,9,1,0,NA,,NA,NA,,,
1309234982825734144,Scatterplot of education spending against child poverty rates in US states in 2016,0,0,0,1,0,Relationship Between Education Spending and Poverty in 2016 America,,"""Most people believe that students do better in well-funded schools and that public education should provide a level playing field for all children. Nearly half of the funding for public schools in the United States, however, is provided through local taxes, generating large differences in funding between wealthy and impoverished communities (National Center for Education Statistics, 2000a)."" Biddie, B., and D.C. Berliner. ""Unequal school."" Educational Leadership 59.8 (2002): 48-59.",NA,,,
1309083675859005440,"A figure titled ""Annapurna massif"" with the caption of ""The Annapurna massif is home to several world-class treks and has 30 peaks over 6000m in altitude. Annapurna I is the only peak to reach above 8000m but is also the first of the 8000ers to be climbed Below are 7 of the more prominent peaks of the massive arranged as if one was looking out over the massif from the south Each box represents one expedition and the colour indicates the outcome."" There are seven 'peaks' on the plot (from left to right: Tilicho 7 134m, Annapurna I 8 091m, Annapurna South 7 219m, Gangapurna 7 455m, Annapurna III 7 555m, Annapurna IV 7 525m, Annapurna II 7 937m). Each peak is made up of blocks representing one expedition and the colour the outcome - this creates the visual of a mountain range",1,1,1,1,0,Annapurna Massif,,The Annapurna massif is home to several world-class treks and has 30 peaks over 6000m in altitude. Annapurna I is the only peak to reach above 8000m but is also the first of the 8000ers to be climbed. Below are 7 of the more prominent peaks of the massive arranged as if one was looking out over the massif from the south. Each box represents one expedition and the colour indicates the outcome.,NA,,,
1308841036270182400,"0Spine plot (area plot) showing percent of deaths by cause of death (e.g., avalanche) among Himalayan climbers10",1,1,NA,1,0,0,,NA,NA,,,0
1306648607790182400,"A data visualization about increased public spending on youth education (primary/secondary and higher education) from 1997 to 2016 in the US. The data is represented by 2 sqaures (red sqaures = primary education, yellow = higher educatio) that are arranged in a grid that mimics the layout of the states in the US. The squares increase in size for a larger percent increase in educational spending in that state.",0,0,0,0,0,Increased Spending on Youth Education in the US,,"The increase of public spending on elementary/secondary education and higher education from 1997 to 2016, adjusted for inflation",NA,,,
1305630298189844480,"13 datasets of x,y values having same mean,SD and correlation coefficient
Do you see your data? At times seeing is believing",NA,NA,NA,1,1,2016 US Spending on Kids,,Each dot corresponds to one state. The state with the greatest and lowest  total and per-child spending are labelled.,NA,,,
1305177422929760256,Heat map table with the IMDB ratings of all the episodes of the TV series  “Friends”,0,0,0,1,0,Friends,,NA,NA,,,
1304621689364414464,My Cedric knock-off distribution plot of episode and scene aggregated sentiment for the 6 main characters in Friends,0,0,0,1,0,Friends Character Dialogue Sentiment by Episode and Scene,,"Illustrated below is the sentence level sentiment, aggregated by episode and scene, for the main characters in Friends with each dot representing a scene in an episode. Sentiment scoring and aggregation produced using {sentimentr} for incorporation of valence shifting in natural language processing.",NA,,,
1303383332600848384,bar chart with counts of the Friends TV show,0,0,0,1,0,NA,,NA,Tweet and image no longer available,,,
1302031724960821248,"Line graph showing banana yield in tonnes per hectare in 1961 and 2018 by country. Data from Our World in Data. Top 10 producers in 2018 are highlighted: Turkey, Nicaragua, Indonesia, South Africa, Puerto Rico, Costa Rica, Guatemala, Honduras, Israel, Egypt.",1,1,0,1,0,Banana Yield (tonnes per hectare) 1961 to 2018,,NA,NA,,,
1301852519539372032,"Table of global potato yield in Tonnes/hectare - Germany, Denmark, USA, Netherlands and France produce the most potatoes.",1,NA,NA,1,0,Potato Yield in Tonnes/Hectare,,NA,NA,,,
1301593033821970432,Mean banana yield by country in tonnes per hectare,0,0,0,0,1,Mean Banana Yield by Country (tonnes per hectare),,NA,NA,,,
1298831142263517184,"Three bar graphs - one for each course in an episode of the TV show Chopped. Fennel was used 7 times in Appetizers over the course of the show and received an average rating of 8.14 on IMDB. Black Garlic was used 8 times in Appetizers and received an average rating of 8.56 on IMDB. Blueberries were used 10 times in Desserts and received an average rating of 8.56 on IMDV. All other average ratings were between 8.14 and 8.56. Most frequently used Entree ingredients are okra, rainbow chard, brussels sprouts, broccoli rabe, and quail; these episode received average ratings.",1,1,1,1,0,Chopped: How frequently were ingredients used and how popular were episodes with those ingredients?,,Length represents the number of episodes in which the ingredient was used. Color represents the average IMDB rating of episodes using the ingredient. The lowest average rating was 8.14 (Fennel). The highest average rating was 8.56 (Black Garlic & Blueberries).,NA,,,
1298296446874247168,"Episode rating distributions, by season. The strongest seasons are 1 and 2, then there is a slow decrease to Season 33. In Season 34, the ratings increase, finishing at a high at Seasons 40 and 41",1,0,1,0,0,"Episode rating distributions, by season",,NA,NA,,,
1297887317936537600,Illustration for the tidyverse by Allison Horst,NA,NA,NA,NA,NA,NA,,NA,This image is not a data viz,,,
1296083895046279168,Infographic showing endangered plants in Europe ,0,0,0,0,0,NA,,NA,NA,,,
1295965639962693632,Graph that show number of extinct plants by continent through the years.,0,0,0,0,1,Number of extinct plants by continent through the years,,NA,NA,,,
1295543593055158272,Movie Narrative Chart of Avatar the Last Airbender,0,NA,NA,1,0,Avatar: The Last Airbender Character Interactions,,Illustrated below are the character interactions ATLA. The horizontal axis is time (by episode) and The dots in each line represent a character's appearance in an episode. The vertical grouping represents which characters are together.,NA,,,
1295454096498085888,Infographic showing endangered plants in Europe ,0,0,0,0,0,NA,,NA,NA,,,
1294236114388213760,"A density plot that shows the distribution of mentions of the element the season of """"Avatar: The Last Airbender"""" was named after compared to all other elements. The American animated television series “Avatar: The Last Airbender” is set in a world where human civilization consists of four nations, named after the four classical elements: the Water Tribes, the Earth Kingdom, the Fire Nation, and the Air Nomads. ",0,0,0,1,0,"The Elements of ""Avatar: The Last Airbender""",,"The American animated television series ""Avatar: The Last Airbender"" is set in a world where human civilization consists of four nations, named after the four classical elements: the Water Tribes, the Earth Kingdom, the Fire Nation, and the Air Nomads. In each nation, certain people, known as benders of each element, have the ability to telekinetically manipulate and control the element corresponding to their nation, using gestures based on Chinese martial arts. The Avatar is the only person with the ability to bend all four elements. The three seasons (called books) so far are named after the elements Water, Earth, and Fire so I asked myself: In each season, do characters mention the respective element more often? Turns out: ""Fire"" is mentioned more often than the three other elements together in the third season — but that does not apply to the other seasons ""Water"" and ""Earth"". ""Fire"", symbolic of many things including life and death, is also the most spoken word in ""Avatar: The Last Airbender"". In the series, it is inseparably connected to the ultimate obstacle to world peace, the Fire Nation, and to Aang's greatest foe, the Fire Lord.",NA,,,
1293957147282169856,"The three seasons (called books) so far are named after the elements Water, Earth, and Fire so I asked myself: In each season, do characters mention the respective element more often? Turns out: Fire is mentioned more often than the three other elements together in the third season—but that does not apply to the other two seasons Water (book 1) and Earth (book 2).",NA,NA,NA,NA,NA,NA,,NA,This image has a table data viz with no title or subtitle,,,
1293740638429618176,Are Chapter IMDB Ratings Related to Character Lines of Dialogue?,0,0,0,0,0,Avatar: The Last Airbender,,NA,NA,,,
1293592262740508672,Graphic showing the characters that have the most text in the Avatar books.,0,0,0,0,0,Chatterbox Rank,,Sokka is the one with the most text considering all the books. Aang and Katara have a downward trajectory. Zuko is the most irregular.,NA,,,
1293293044213653504,"A density plot that shows the distribution of mentions of the element the season of ""Avatar: The Last Airbender"" was named after compared to all other elements. The American animated television series “Avatar: The Last Airbender” is set in a world where human civilization consists of four nations, named after the four classical elements: the Water Tribes, the Earth Kingdom, the Fire Nation, and the Air Nomads. 
The three seasons (called books) so far are named after the elements Water, Earth, and Fire so I asked myself: In each season, do characters mention the respective element more often? Turns out: Fire is mentioned more often than the three other elements together in the third season—but that does not apply to the other two seasons Water (book 1) and Earth (book 2).",1,1,0,1,0,"The Elements of ""Avatar: The Last Airbender""",,"The American animated television series ""Avatar: The Last Airbender"" is set in a world where human civilization consists of four nations, named after the four classical elements: the Water Tribes, the Earth Kingdom, the Fire Nation, and the Air Nomads. In each nation, certain people, known as benders of each element, have the ability to telekinetically manipulate and control the element corresponding to their nation, using gestures based on Chinese martial arts. The Avatar is the only person with the ability to bend all four elements. The three seasons (called books) so far are named after the elements Water, Earth, and Fire so I asked myself: In each season, do characters mention the respective element more often? Turns out: ""Fire"" is mentioned more often than the three other elements together in the third season — but that does not apply to the other seasons ""Water"" and ""Earth"". ""Fire"", symbolic of many things including life and death, is also the most spoken word in ""Avatar: The Last Airbender"". In the series, it is inseparably connected to the ultimate obstacle to world peace, the Fire Nation, and to Aang's greatest foe, the Fire Lord.",Possibly mismatch or duplicate but tweet is no longer available,,,
1293225495933472768,"A plot titled Avatar: the last word. The subtitle says: ""Over the 61 episodes there were 9 992 spoken instances spread across 363 different characters. Unsurprisingly Sokka has the last word the most often - closing out 15 chapters. Although, Aang has the most to say - having the most dialogue instances. Toph has the final say the least - closing out only 2 chapters. Ozai has the least to say over the three books. The chapters indicated on the horizontal axis indicate when a character had their most dialogue instances. The figure itself is showing the number of times the eight main characters speak each episode using river plots (which are stacked area plots). There are also illustrations of Momo and Appa",1,1,1,1,0,Avatar: The Last Word,,"Over the 61 episodes there were 9992 spoken instancers spread across 363 different characters. Unsurprisingly Sokka has the last word the most often — closing out 15 chapters. Although, Aang has the most to say — having the most dialogue instances. Toph has the final say the least — closing out only 2 chapters. Ozai has the least to say over the three books. The chapters indicated on the horizontal axis indicate when a character had their most dialogue instances.",NA,,,
1292475699702509568,"Net electricity generation in 2018. The power lines show each type of energy (fossil, nuclear, renewable & other) as a percentage of the total energy produced in each country of the EU, current and potential candidate countries. Source: Eurostat, Graphic: Georgios Karamanis",NA,NA,NA,NA,NA,NA,,NA,This image has a bare data viz with no title or subtitle,,,
1292073011219255296,"Net electricity generation in 2018. The power lines show each type of energy (fossil, nuclear, renewable & other) as a percentage of the total energy produced in each country of the EU, current and potential candidate countries. Source: Eurostat, Graphic: Georgios Karamanis",0,0,1,0,0,Net electricity generation in 2018,,"The power lines show each type of energy (fossil, nuclear, renewable & other) as a percentage of the total energy produced in each country of the EU, current and potential candidate countries.",NA,,,
1290792633934241792,"European Energy Generation 
Share of Total by Production Type 
2016 - 2018",0,0,0,0,0,European Energy Generation,,NA,NA,,,
1290723479235567616,"A geofacet of Europe that shows the total energy produced and the share of renewable energy per country in the main panel. Small multiples show the pattern for renewable energy, nuclear energy, and conventional thermal energy.
Germany is the largest energy producing country in Europe. It generates the most renewable and conventional thermal energy, representing 31% and 56% of its overall production respectively. France is the second largest energy European producer and by far the largest nuclear energy provider: 71% of its production is based on nuclear fission to generate heat.
Norway had an electricity production almost entirely made up of renewable energy (97.7%). This makes Norway the second largest producer of this energy type in Europe. Interestingly, most of the renewable energy is produced by hydro and pumped hydro power that take up 95% and only 2.6% by wind. In contrast, twelve European countries produce less than 20% of their energy with renewable resources.",1,1,1,1,0,How European countries generated electricity in 2018,,"Germany is the largest energy producing country in Europe. It generates the most renewable and conventional thermal energy, representing 31% and 36% of its overall production respectively. France is the second largest energy European producer and by far the largest nuclear energy provider: 71% of its production is based on nuclear fission to generate heat. Renewable energy is energy that comes from resources that are naturally replenished such as sunlight, wind, water, and geothermal heat. Unlike fossil fuels, such as oil, natural gas and coal, or nuclear power sources such as uranium and plutonium, renewable energy regenerates naturally in a short period of time. Norway had an electricity production almost entirely made up renewable energy (97.7%). This makes Norway the second largest producer of this energy type in Europe. Interestingly, most of the renewable energy is produced by hydro and pumped hydro power that take up 95% and only 2.6% by wind. In contrast, twelve European countries produce less than 20% of their energy with renewable resources: Malta (0%), Hungary (5%), Estonia (6%), Czechia (7%), Cyprus (9%), Ukraine (9%), Poland (10%), Netherlands (13%), Bulgaria (17%), Belgium (18%), Slovakia (19%), and France (19%).",NA,,,
1289975418942976000,"Colleges with the highest-earning alumni in 2019.

The top school per state by median alumni pay.",0,0,0,0,0,What Colleges Did the Highest-Earning Alumni Attend?,,NA,NA,,,
1289672563396812800,Which states produce the highest-paid college graduates?,0,0,0,0,1,Which States Produce the Highest-Paid College Graduates?,,NA,NA,,,
1288914024206229504,Photo of penguin-san plushie from Shirokuma Cafe,NA,NA,NA,NA,NA,NA,,NA,This image is not a data viz,,,
1288459548362080256,Palmer Penguin Decision Tree!,0,0,0,0,0,NA,,NA,This image is a bare data viz and does not include a title or subtitle. The tweet is also no longer available.,,,
1288267586724143104,"Townsville, Australia Dog Violations by Electoral District.  Shows a choropleth map of total violations per 1000 people with inset bar charts showing the distribution of complaint types.",0,0,0,1,0,Townsville Dog Complaints Per Captia by Electoral District,,The map above shows the total number of dog complaints per 100 people from 2013-2020. The callouts show the complaints broken out by type for each electrical district,NA,,,
1288132559248007168,Colorful Penguins,0,0,0,0,0,Palmer Penguins,,NA,NA,,,
1287922855926214656,"Density chart of the body masses of Adélie, Chinstrap, and Gentoo penguins where Gentoo penguins skew on the heavier side with a median of 5 kilograms. Source link: https://github.com/rfordatascience/tidytuesday/blob/master/data/2020/2020-07-28/readme.md",1,1,0,1,0,NA,,NA,This image is a bare bones data viz with no title or subtitle,,,
1287756906396880896,RSPCA Australia - Animal Outcomes,0,0,0,0,1,Outcomes of animals taken care of RSPCA Australia,,NA,NA,,,
1285389608319164416,"Oh My God, it’s full of stars.",0,0,0,0,0,"Since We Started Making Stations, Everybody Just Wanted To Go Outside",,Illustrated below are the total EVA hours per American and Russian Space Missions since 1960. Overlaid at the bottom are the lifespans of the 10 space stations constructed by Russia or America. The annotations highlight notable missions of interest.,NA,,,
1283760966686199808,week 29 Tidy Tuesday plot on astronauts (& aliens),0,0,0,0,0,Maybe there are Astronauts? Maybe there are Aliens?,,"Chance of there being an Extra-Vehicular Activity on any given hour, and more UFO sightings in years with more astronaut mission hours",NA,,,
1282885793737056256,Network graph of female astronauts who did missions together,0,0,0,1,0,NA,,NA,This image is a bare data viz with no title or subtitle,,,
1280592276864020480,Coffee beans ratings as a population pyramid,0,0,0,1,0,Altitude as such does not make much difference,,NA,NA,,,
1278795447902113792,"Data used in this plot is originally obtained from the study: Seip DR, Price E (2019) Data from: Science update for the South Peace Northern Caribou (Rangifer tarandus caribou pop. 15) in British Columbia. Movebank Data Repository. https://doi.org/10.5441/001/1.p5bn656k

plot code: github.com/johnmutiso/-TidyTuesday",0,0,0,0,0,Caribou Location Tracking,,NA,NA,,,
1278173397491408896,Donut plot depicting that x-men issues pass the Bechdel test more frequently than they do not. ,1,0,0,1,0,NA,,NA,NA,,,
1278134355244617728,"Circular plot with text ""Do issues of x-men pass the Bechdel test?"". ",0,0,0,1,0,NA,,NA,NA,,,
1275274855601053696,"map displaying the range of caribou in British Columbia for the years 2011 through 2013, faceted by year and season. Also includes sample path data for the top five caribou",0,1,0,1,0,Range of Caribou in British Columbia,,NA,NA,,,
1263459790015156224,A map showing institutional repositories within a 50 km radius from a volcano,0,NA,NA,1,0,NA,,NA,This image is a bare data viz with no title or subtitle,,,
1260760165462282240,"Plot of Mt Rainier WA eruptions over time, including photo of GF & Mum. Pic by R.Fay, 2005.",0,1,0,0,1,Mt. Rainier eruptions over time,,NA,NA,,,
1260178534292750336,"Screenshot of a Tidy Tuesday screencast, with a graph showing six topics from Animal Crossing reviews and the words most associated with each.",0,0,0,0,0,NA,,NA,This image shows a screenshot of a bare data viz with no title or subtitle with the RStudio IDE in the background,,,
1259841613758595072,"I loaded the tidymodels metapackage, and split my data into training and test sets",0,0,0,0,0,NA,,NA,This image is not a data viz,,,
1258177541535264768,"Review scores for Animal Crossing New Horizons. Publication critics tend to give high scores (>8/10) whereas users' scores are generally much lower (mean score between 1 and 7). Over time, user scores decreased, with an uptick at the end of April that drops again in early May. Publication scores, on the other hand, are fairly even across time.",1,0,0,0,0,User and publication review scores for Animal Crossing: New Horizons,,NA,NA,,,
1258146483682947072,Small multiples graph of species choices in Animal Crossing by gender,0,0,0,1,0,NA,,NA,This image and tweet are no longer available,,,
1257669641750679552,nytimes_frontpage_words,0,0,0,0,0,"http://nytimes.com Front Page Headlines, December 2019 - April 2020",,NA,NA,,,
1255840575456047104,Bar plot of TidyTuesday tweets (greatly increasing since Fall 2018),0,1,0,1,0,Monthly #TidyTuesday tweets,,NA,NA,,,
1255320628703395840,Average weekly grosses from revival runs of Broadway shows compared to those during the initial run.,0,0,0,0,0,The Show Must Go On,,NA,NA,,,
1252777172323926016,Screenshot of a shinymetrics dashboard,0,0,0,0,0,Total Fine (Euros),,NA,NA,,,
1250967265652232192,Mirrored area chart of ratings and song totals from BBC’s Greatest Hip Hop Song of All Time,0,0,0,1,0,"The Rise, The Golden Age and The Future: The Greatest Hip-Hop Songs of All Time",,"Shown below is a mirrored area chart illustrating ratings point totals and number of rated songs aggregated from the BBC Music poll of 108 critics. The greatest song, Juicy by The Notorious B.I.G hails from the Golden Age of Hip-Hop which produced many of the songs in contention for the title.",NA,,,
1244965001506537472,cumulative beer production (kegs) in New England states,0,0,0,0,0,New England beer production,,NA,NA,,,
1242468180368515072,"Bar Plot of Traumatic Brain Injuries, by age group and outcome ",0,1,0,1,0,NA,,NA,NA,,,
1240183841374994432,"Data points marking occurrence of longleaf pine (teal) and loblolly pine (pink) on a light tan map of the US, with density peaking in the southeast and Mid-Atlantic states",1,NA,NA,1,0,Distribution of longleaf and loblolly pine in the US,,NA,NA,,,
1239894239418421248,"#TidyTuesday plot looking at writers of the Office who used ""That's What She Said"".",0,0,0,0,0,the office,,NA,NA,,,
1239648597773373440,"Screenshot from a data analysis in RStudio, showing a line graph with the rating of each episode of The Office over time",0,1,0,1,0,Popularity of The Office episodes over time,,NA,NA,,,
1238512154896146432,A Map of the US with marginal distributions,0,0,0,1,0,"Are Institutions more diverse or less diverse, than the states they are in?",,"Illustrated below is a map of the continental US with points representing higher education institutions. The marginal plots illustrate the longitudinal/latitudinal distribution of institutions, with the overall distribution of diversity ratios shown on the inset plot. The color of each dot represents whether or not the Simpsons Diversity Index ratio is greater than, or less than one.",NA,,,
1237415927836098560,A series of scatter plots of colleges showing % of demographic representation against salary potential.,0,0,0,1,0,Relationship between group/racial/gender category and early career salary potential,,NA,NA,,,
1235722363305517056,A chart contrasting the top 3 season-leading scorers in the NHL,0,0,0,0,0,The Three Way Tie for the Record of Most Seasons as the Leading Goal Scorer in the NHL,,"Maurice Richard, Bobby Hull and Alex Ovechkin have recorded 7 seasons as the leading goal scorer in the NHL. Their journey is shown below with each bar representing a season from 1944 to 2019, each line in the bar represents the goals scored by one of the top 250 goal scorers in the NHL. The bar and square indicative of the 2004-05 NHL Lockout.",NA,,,
1233150567607873536,Distribution of overall vaccination rates,0,0,0,0,0,Evolution of measles cases in the Americas (1980-2020): Not all countries managed to reduce or eliminate cases.,,NA,NA,,,
1232333011477258240,Distribution of overall vaccination rates,0,0,0,0,1,Overall vaccination rates by state,,NA,NA,,,
1229828068811792384,"World map, with countries colored by total CO2 emissions from food consumption.",0,NA,NA,1,0,Total food-based emissions (kg CO2) by country,,NA,NA,,,
1226556813476270080,Sina Plot of Combined NFL sores from 1966-2019,0,0,0,1,0,Did NFL Rule Changes to Boost Scoring and Make the Game More Exciting Actually Work?,,"Illustrated below is a sina plot (combined strip and violin plots) showing the combined score of each NFL game from 1966 to 2019 seasons. The white line indicates the average combined score for each season. The area charts below show binned combined scores, circles indicating seasons the rules were changed. From both charts we can see that aveage scores have been rising, specifically in the 41-60 and 61-80 categories rising since the rule changes.",NA,,,
1224062596120080384,map of San Francisco displaying the most distinctive tree in each neighborhood as a choropleth (aka heatmap),0,0,0,1,0,Most Distinct Trees by San Francisco Neighborhood,,NA,NA,,,
1222964531426725888,Parallel coordinates plot of Spotify Audio Feature Data,0,0,0,1,0,Characteristics Of My Favorite Arcade Songs,,"Illustrated below is a parallel coordinates plot of Spotify playlist data showing normalized measurements for a variety of audio features accessible via Spotify API. I was introduced Rush, Led Zeppelin and The Who at my local arcade, and look back fondly on those times. These songs still have me look for a quarter and a Tempest machine any time I hear them.",NA,,,
1208157852025536512,woman holding an award plaque on a beach rock,NA,NA,NA,NA,NA,NA,,NA,This image is not a data viz,,,
1205935015072169984,graph showing the marked decrease in measles occurrence after vaccines were created. The X-axis goes from 1938 to 2000 and the y-axis lists the states alphabetically with Alabama at the top. Dark red shows the highest number of Measles cases and light blue show the least. There are many squares with dark red before the vaccine was invented in 1963 and none after.,1,1,1,0,0,Measles,,NA,NA,,,
1202630922996264960,Markers of fire hydrants,0,0,0,0,0,NA,,NA,This data viz has no title and no subtitle,,,
1181577377127845888,A graph describing the age at which power lifters first achieve their personal best deadlift.,0,0,0,0,0,Power Lifting is Sport of the Young,,"Most lifters are in their 20s when they first achieve their personal best, but there's also a bump in the 40s-50s. Oh to be that one  guy who is still lifting in his 80s...",NA,,,
1179821493393469440,Pretty map,0,0,0,0,0,Pizza Places of the Five Boroughs,,"Shown on this map are the roads and the pizza places of the Five Boroughs of New York City. Pizza places are distinct locations almagamated from the DataFiniti and Barstool datasets, and a represented by purple dots. Manhattan is the most represented borough in the dataset, unsurprising given the relative population, and it being the home of the Teenage Mutant Ninja Turtles. The map style of plotting the colored roads were inspired by Erin Davis (erdavis1 on github) , and her series of circular maps of World Cities.",NA,,,
1177232095867035648,Big ole diversity choropleth of the continental us,0,0,0,1,0,Is Diversity In School Districts Reflected In The Diversity Of The General Population?,,"Shown below is a chloropleth map illustrating the ratio between the Diversity Index of a School Population and the Diversity Index of the General Population in that School District in 2017. The more yellow an area, the greater alignment between diversity indices. The more blue an area, the greater the difference between the diversity of the school and the general populace. This analysis focused on unified school districts and available data on race from the ACS Survey. Diversity was calculated using Simpson's Diversity Index.",NA,,,
1154112312472670208,Petal chart of wildlife collisions by state,0,0,0,1,0,Seasonality of Wildlife-Aircraft Collisions by State,,"Presented below is a petal chart of of wildlife collisions, with an inset legend showing assisting interpretation. Wildlife collisions at by state are presented as small multiples, geographically arranged. Smaller compact flowers illustrate states with collisions occuring year round, while the bigger flowers tend to see single or concentrated spikes of collision activity. Flowers with diverse colours indicate repeated annual collisons while the single-hued flowers illustrate more sparse or isolated annual events.",NA,,,
1136979405589438464,Heatmap Calendar of Ramen Rater’s Ramen Ratings by the date they were posted to the website.,0,0,0,1,0,The Prolific Nature of the Ramen Rater and a Birds-Eye View of Ramen Quality,,"Below is a heatmap calendar of all the Ramen Raters ramen ratings by the published date of the review. In the early days, multiple reviews were posted in a single day, until reaching the usual pattern of a single review per day. However, there are still some reviews that get posted en masse.",NA,,,
1131213129583669248,"3 plots of cumulative citation count by year for citations of nobel prize winning researchers highlighting chemistry, medicine and physics",0,0,0,0,0,Growth Patterns in How Often Nobel Prize Winning Researchers Are Cited,,"Cummulative citation count by year (1900-2018). Highlighted are A. Heeger (conductive polymers), A. V. Hill (heat and work in muscle) and A. Einstein (photoelectric effect). Each exhibit different citation patterns, likely attributed to the continued relevance and impact of their work.",NA,,,
1130591168134295552,#TidyTuesday: Global plastic pollution,0,0,0,0,1,TidyTuesday: Plastic pollution in 2010,,NA,NA,,,
1121241386970484736,"Network graph with the title: Family of Pokemon Anime. Key describes the color-coding for the links between nodes: Parent story, prequel, sequel, spin-off, other. Nodes are anime show titles. Pokemon is in purple, at the center of the network.",0,NA,NA,1,0,Family of Pokemon Anime,,NA,NA,,,
1112145055152775168,"Map of Seattle with points plotted by zip code. Points are labeled with pet names as first and last names. Title :""Renaming Seattle Neighborhoods: TF-IDF on popular pet names"", subtitle: ""First name is top TF-IDF result for zip, last is second""",0,NA,NA,1,0,Renaming Seattle Neighborhoods: TF-IDF on popular,,NA,This image has a data viz with a title that was cut-off,,,
1110750343552557056,"Alluvial graph. title = ""Police Stops in Everett, MA 2006-2015"", subtitle = ""Source: Stanford Open Policing Project | TidyTuesday"", caption = ""@kevin_m_kent | kevin-m-kent.netlify.com"". Alluvial bands are colored by subject race.",0,0,0,1,0,"Police Stops in Cambridge, MA 2006-2015",,NA,NA,,,
1105265634290462720,"Line graph with a title = ""Spike in Playing time in the 70s and 80s Largely Attributed to Two Genres"", subtitle = ""Highlighted genres with average playing time above 750 sec for a given decade"", x = ""Decade"", y = ""Average Playing Time (sec)"", caption = ""Twitter: @kevin_m_kent"". There are lines for each game genre, with only World War II and Napoleonic colored and labeled. All the other groups are represented by gray.",1,1,0,1,0,The 1970s saw a Dramatic Increase in Average Board Game Playing Time,,NA,NA,,,
1103526348205613056,"Treemap with total earnings difference (men - women) mapped onto box size and percent difference (men - women) mapped onto color. Management, business and financial is the industry with the largest total earnings difference between men and women while sales and office are the largest percent difference.",1,1,0,1,0,Total Earnings Difference between Men and Women by Industry,,NA,NA,,,
1103030816429494272,Shiny crab from Moana,0,0,0,0,0,Awarded PhDs by Field,,NA,NA,,,
